fo,saman,[ˈsaːman],saman
fo,fara,[ˈfɛaɹa],fa-ra
fo,skipan,ˈʃiːpan,skipan
fo,vøkstur,[vœkstʊr],vokstur
fo,bjóða,/ˈpjøːwa/,pyoh-va
fo,dømi,ˈdøːmɪ,dømi
fo,maður,ˈmæːvʊɹ,mah-vur
fo,tengsl,ˈtɛŋstəl,tengsl
fo,ófriður,ˈɔuː.fɹɪ.ðʊɹ,OW-fri-dhur
fo,eitt sindur,aɪt ˈsɪntʊr,ait sin-tur
fo,tunnist,ˈtʰʊn.nɪst,tunnist
fo,ynski,ˈʏnʃɪ,ynski
fo,lógliga,ˈlɔuːlɪɡa,lógliga
fo,vermiculite,vɛrmɪkʊˈliːtɛ,ver-mi-ku-li-te
fo,royndarballón,ˈrɔin.d͡jaɹ.ˌbal.lɔn,royndarballon
fo,týskt,[ˈtʰʏstk],tyskt
fo,vísa,[ˈviːsa],vee-sa
fo,samband,ˈsambant,samband
fo,lættligum,ˈlatlɪjʊm,lat-lih-YOUM
fo,bera barn,ˈbeːra baɾn,bera barn
fo,roynd,rɔɪnd,roynd
fo,eftir lógini,ˈɛftɪr ˈlɔuːɪnɪ,eftir lógini
fo,lítil skvetta,ˈlɪːtɪl ˈskvɛtːa,li-til skvet-ta
fo,kenna,/ˈkɛnːa/,ken-na
fo,ovurtrýst,ˈoːvʊrˌtɹiːst,ovurtryst
fo,lív,/liuv/,liuv
fo,tó,[tɔu],toh
fo,grýta,/ˈɡɹʏiːta/,gryta
fo,bera,ˈbeːra,bera
fo,ávísa,[ˈɔa.viːsa],o-a-vee-sa
fo,spæla,/ˈspɛala/,spela
fo,spæla,[ˈspɛala],spæla
fo,halló,ˈhalːou,halló
fo,niðurbøygdur,ˈniːðʏrbœɪ̯ɣdʊr,niðurboygdur
fo,órói,ˈouː.ɹɔɪ,OW-roy
fo,sandur,[ˈsandʊɹ],sandur
fo,afturbøygdur,ˈaftʏrbœɪ̯ɣdʊr,afturboygdur
fo,skifta,ˈʃɪfta,shif-ta
fo,kreppa,[ˈkrɛhpːa],krep-pa
fo,avganga,[ˈavɡaŋɡa],av-gan-ga
fo,heimur,ˈhɛɪmʊɹ,heimur
